time,symbol,current,high,low,volume,money,position,a1_v,a1_p,b1_v,b1_p
20260506085900.5,AG9999.XSGE,18422.0,18422.0,18422.0,692.0,191220360.0,176676.0,3.0,18426.0,6.0,18422.0
20260506090000.5,AG9999.XSGE,18429.0,18450.0,18422.0,826.0,228283035.0,176721.0,2.0,18450.0,13.0,18429.0
20260506090001.0,AG9999.XSGE,18471.0,18500.0,18422.0,1383.0,382542945.0,176621.0,11.0,18500.0,1.0,18472.0
20260506090001.5,AG9999.XSGE,18481.0,18507.0,18422.0,1646.0,455470875.0,176636.0,2.0,18481.0,1.0,18476.0
20260506090002.0,AG9999.XSGE,18481.0,18507.0,18422.0,1915.0,530027415.0,176648.0,1.0,18476.0,2.0,18468.0
20260506090002.5,AG9999.XSGE,18464.0,18507.0,18422.0,2069.0,572684055.0,176648.0,14.0,18465.0,4.0,18456.0
20260506090003.0,AG9999.XSGE,18455.0,18507.0,18422.0,2305.0,638038575.0,176676.0,2.0,18464.0,13.0,18455.0
20260506090003.5,AG9999.XSGE,18466.0,18507.0,18422.0,2580.0,714222750.0,176660.0,4.0,18482.0,10.0,18471.0
20260506090004.0,AG9999.XSGE,18478.0,18507.0,18422.0,2764.0,765218925.0,176740.0,2.0,18478.0,25.0,18466.0
20260506090004.5,AG9999.XSGE,18481.0,18507.0,18422.0,2957.0,818725545.0,176758.0,1.0,18494.0,4.0,18479.0
20260506090005.0,AG9999.XSGE,18488.0,18507.0,18422.0,3079.0,852556815.0,176734.0,2.0,18490.0,3.0,18483.0
20260506090005.5,AG9999.XSGE,18498.0,18507.0,18422.0,3177.0,879743190.0,176734.0,1.0,18500.0,1.0,18498.0
20260506090006.0,AG9999.XSGE,18502.0,18515.0,18422.0,3265.0,904166160.0,176759.0,1.0,18515.0,60.0,18502.0
20260506090006.5,AG9999.XSGE,18515.0,18521.0,18422.0,3538.0,979957590.0,176735.0,1.0,18520.0,18.0,18515.0
20260506090007.0,AG9999.XSGE,18523.0,18528.0,18422.0,3636.0,1007177565.0,176750.0,4.0,18528.0,2.0,18520.0
20260506090007.5,AG9999.XSGE,18522.0,18528.0,18422.0,3710.0,1027740105.0,176750.0,2.0,18526.0,4.0,18522.0
20260506090008.0,AG9999.XSGE,18522.0,18530.0,18422.0,3798.0,1052189595.0,176754.0,1.0,18530.0,1.0,18528.0
20260506090008.5,AG9999.XSGE,18527.0,18530.0,18422.0,3886.0,1076641350.0,176749.0,6.0,18527.0,2.0,18526.0
20260506090009.0,AG9999.XSGE,18522.0,18530.0,18422.0,4033.0,1117483050.0,176776.0,4.0,18522.0,41.0,18515.0
20260506090009.5,AG9999.XSGE,18521.0,18530.0,18422.0,4205.0,1165253655.0,176741.0,3.0,18514.0,9.0,18502.0
20260506090010.0,AG9999.XSGE,18526.0,18530.0,18422.0,4396.0,1218309540.0,176785.0,29.0,18528.0,2.0,18525.0
20260506090010.5,AG9999.XSGE,18524.0,18530.0,18422.0,4529.0,1255259370.0,176796.0,1.0,18515.0,1.0,18514.0
20260506090011.0,AG9999.XSGE,18502.0,18530.0,18422.0,4680.0,1297181490.0,176754.0,98.0,18502.0,9.0,18501.0
20260506090011.5,AG9999.XSGE,18502.0,18530.0,18422.0,4898.0,1357679745.0,176697.0,22.0,18502.0,16.0,18500.0
20260506090012.0,AG9999.XSGE,18500.0,18530.0,18422.0,5008.0,1388211435.0,176715.0,8.0,18500.0,1.0,18499.0
20260506090012.5,AG9999.XSGE,18502.0,18530.0,18422.0,5087.0,1410134880.0,176736.0,32.0,18514.0,41.0,18502.0
20260506090013.0,AG9999.XSGE,18501.0,18530.0,18422.0,5178.0,1435390275.0,176733.0,1.0,18495.0,13.0,18494.0
20260506090013.5,AG9999.XSGE,18494.0,18530.0,18422.0,5241.0,1452866895.0,176737.0,1.0,18495.0,23.0,18490.0
20260506090014.0,AG9999.XSGE,18490.0,18530.0,18422.0,5295.0,1467843135.0,176747.0,23.0,18490.0,15.0,18485.0
20260506090014.5,AG9999.XSGE,18482.0,18530.0,18422.0,5365.0,1487253135.0,176748.0,1.0,18485.0,1.0,18482.0
20260506090015.0,AG9999.XSGE,18483.0,18530.0,18422.0,5408.0,1499173950.0,176753.0,8.0,18483.0,2.0,18478.0
20260506090015.5,AG9999.XSGE,18478.0,18530.0,18422.0,5433.0,1506102555.0,176763.0,3.0,18475.0,4.0,18466.0
20260506090016.0,AG9999.XSGE,18471.0,18530.0,18422.0,5489.0,1521621555.0,176771.0,35.0,18482.0,9.0,18468.0
20260506090016.5,AG9999.XSGE,18476.0,18530.0,18422.0,5537.0,1534923690.0,176781.0,25.0,18478.0,37.0,18476.0
20260506090017.0,AG9999.XSGE,18468.0,18530.0,18422.0,5707.0,1582025295.0,176791.0,85.0,18468.0,4.0,18467.0
20260506090017.5,AG9999.XSGE,18468.0,18530.0,18422.0,5802.0,1608340800.0,176771.0,63.0,18468.0,82.0,18464.0
20260506090018.0,AG9999.XSGE,18464.0,18530.0,18422.0,5927.0,1642960950.0,176815.0,45.0,18464.0,1.0,18457.0
20260506090018.5,AG9999.XSGE,18457.0,18530.0,18422.0,5956.0,1650989325.0,176819.0,1.0,18454.0,3.0,18452.0
20260506090019.0,AG9999.XSGE,18452.0,18530.0,18422.0,6089.0,1687810260.0,176841.0,2.0,18454.0,98.0,18450.0
20260506090019.5,AG9999.XSGE,18453.0,18530.0,18422.0,6156.0,1706354100.0,176842.0,13.0,18454.0,72.0,18450.0
20260506090020.0,AG9999.XSGE,18450.0,18530.0,18422.0,6199.0,1718254875.0,176838.0,3.0,18452.0,44.0,18450.0
20260506090020.5,AG9999.XSGE,18452.0,18530.0,18422.0,6338.0,1756725765.0,176861.0,33.0,18457.0,1.0,18454.0
20260506090021.0,AG9999.XSGE,18457.0,18530.0,18422.0,6486.0,1797707520.0,176863.0,4.0,18466.0,7.0,18457.0
20260506090021.5,AG9999.XSGE,18478.0,18530.0,18422.0,6685.0,1852835340.0,176851.0,25.0,18478.0,1.0,18472.0
20260506090022.0,AG9999.XSGE,18481.0,18530.0,18422.0,6753.0,1871681400.0,176850.0,17.0,18481.0,15.0,18480.0
20260506090022.5,AG9999.XSGE,18481.0,18530.0,18422.0,6833.0,1893858810.0,176846.0,6.0,18483.0,1.0,18482.0
20260506090023.0,AG9999.XSGE,18483.0,18530.0,18422.0,6882.0,1907444430.0,176844.0,11.0,18485.0,18.0,18483.0
20260506090023.5,AG9999.XSGE,18485.0,18530.0,18422.0,6926.0,1919645220.0,176848.0,18.0,18490.0,10.0,18485.0
20260506090024.0,AG9999.XSGE,18485.0,18530.0,18422.0,6957.0,1928241840.0,176834.0,8.0,18490.0,25.0,18485.0
20260506090024.5,AG9999.XSGE,18490.0,18530.0,18422.0,6994.0,1938504315.0,176829.0,51.0,18494.0,23.0,18490.0
20260506090025.0,AG9999.XSGE,18490.0,18530.0,18422.0,7052.0,1954592325.0,176855.0,35.0,18494.0,23.0,18490.0
20260506090025.5,AG9999.XSGE,18495.0,18530.0,18422.0,7098.0,1967352930.0,176844.0,1.0,18495.0,7.0,18494.0
20260506090026.0,AG9999.XSGE,18496.0,18530.0,18422.0,7126.0,1975121070.0,176837.0,16.0,18499.0,25.0,18496.0
20260506090026.5,AG9999.XSGE,18497.0,18530.0,18422.0,7156.0,1983444555.0,176838.0,4.0,18498.0,5.0,18497.0
20260506090027.0,AG9999.XSGE,18496.0,18530.0,18422.0,7232.0,2004529200.0,176847.0,18.0,18496.0,1.0,18494.0
20260506090027.5,AG9999.XSGE,18485.0,18530.0,18422.0,7278.0,2017287735.0,176854.0,8.0,18493.0,21.0,18485.0
20260506090028.0,AG9999.XSGE,18492.0,18530.0,18422.0,7318.0,2028381630.0,176875.0,17.0,18492.0,3.0,18487.0
20260506090028.5,AG9999.XSGE,18491.0,18530.0,18422.0,7367.0,2041970955.0,176864.0,6.0,18491.0,5.0,18485.0
20260506090029.0,AG9999.XSGE,18483.0,18530.0,18422.0,7386.0,2047239495.0,176861.0,1.0,18487.0,62.0,18483.0
20260506090029.5,AG9999.XSGE,18487.0,18530.0,18422.0,7460.0,2067758895.0,176866.0,5.0,18487.0,48.0,18483.0
20260506090030.0,AG9999.XSGE,18483.0,18530.0,18422.0,7504.0,2079958200.0,176882.0,10.0,18486.0,21.0,18483.0
20260506090030.5,AG9999.XSGE,18483.0,18530.0,18422.0,7581.0,2101305765.0,176915.0,4.0,18483.0,50.0,18481.0
20260506090031.0,AG9999.XSGE,18483.0,18530.0,18422.0,7628.0,2114335275.0,176932.0,24.0,18483.0,1.0,18482.0
20260506090031.5,AG9999.XSGE,18482.0,18530.0,18422.0,7668.0,2125424550.0,176939.0,3.0,18482.0,14.0,18481.0
20260506090032.0,AG9999.XSGE,18480.0,18530.0,18422.0,7716.0,2138731410.0,176941.0,3.0,18481.0,28.0,18480.0
20260506090032.5,AG9999.XSGE,18481.0,18530.0,18422.0,7760.0,2150928585.0,176922.0,10.0,18482.0,3.0,18480.0
20260506090033.0,AG9999.XSGE,18482.0,18530.0,18422.0,7811.0,2165066700.0,176921.0,15.0,18483.0,32.0,18482.0
20260506090033.5,AG9999.XSGE,18482.0,18530.0,18422.0,7905.0,2191129980.0,176883.0,8.0,18488.0,25.0,18482.0
20260506090034.0,AG9999.XSGE,18483.0,18530.0,18422.0,7925.0,2196674820.0,176890.0,8.0,18488.0,8.0,18483.0
20260506090034.5,AG9999.XSGE,18487.0,18530.0,18422.0,7963.0,2207211330.0,176896.0,7.0,18488.0,3.0,18487.0
20260506090035.0,AG9999.XSGE,18487.0,18530.0,18422.0,8028.0,2225234550.0,176902.0,28.0,18487.0,18.0,18482.0
20260506090035.5,AG9999.XSGE,18487.0,18530.0,18422.0,8113.0,2248803210.0,176886.0,3.0,18487.0,5.0,18481.0
20260506090036.0,AG9999.XSGE,18487.0,18530.0,18422.0,8149.0,2258785455.0,176874.0,1.0,18489.0,12.0,18484.0
20260506090036.5,AG9999.XSGE,18488.0,18530.0,18422.0,8169.0,2264331255.0,176878.0,7.0,18490.0,3.0,18489.0
20260506090037.0,AG9999.XSGE,18488.0,18530.0,18422.0,8215.0,2277088800.0,176859.0,2.0,18489.0,10.0,18488.0
20260506090037.5,AG9999.XSGE,18489.0,18530.0,18422.0,8254.0,2287905345.0,176837.0,11.0,18494.0,4.0,18488.0
20260506090038.0,AG9999.XSGE,18490.0,18530.0,18422.0,8384.0,2323959975.0,176862.0,1.0,18490.0,10.0,18484.0
20260506090038.5,AG9999.XSGE,18481.0,18530.0,18422.0,8429.0,2336437320.0,176881.0,2.0,18485.0,3.0,18481.0
20260506090039.0,AG9999.XSGE,18480.0,18530.0,18422.0,8453.0,2343090300.0,176897.0,1.0,18480.0,2.0,18479.0
20260506090039.5,AG9999.XSGE,18477.0,18530.0,18422.0,8488.0,2352790755.0,176929.0,8.0,18472.0,11.0,18470.0
20260506090040.0,AG9999.XSGE,18470.0,18530.0,18422.0,8543.0,2368028850.0,176955.0,2.0,18471.0,2.0,18470.0
20260506090040.5,AG9999.XSGE,18470.0,18530.0,18422.0,8589.0,2380772415.0,176988.0,3.0,18469.0,1.0,18462.0
20260506090041.0,AG9999.XSGE,18462.0,18530.0,18422.0,8607.0,2385758565.0,176991.0,6.0,18468.0,2.0,18461.0
20260506090041.5,AG9999.XSGE,18467.0,18530.0,18422.0,8630.0,2392128435.0,177004.0,17.0,18467.0,10.0,18465.0
20260506090042.0,AG9999.XSGE,18461.0,18530.0,18422.0,8665.0,2401822455.0,177027.0,1.0,18461.0,12.0,18457.0
20260506090042.5,AG9999.XSGE,18469.0,18530.0,18422.0,8729.0,2419549230.0,177028.0,64.0,18470.0,5.0,18469.0
20260506090043.0,AG9999.XSGE,18465.0,18530.0,18422.0,8825.0,2446142880.0,177036.0,1.0,18462.0,14.0,18457.0
20260506090043.5,AG9999.XSGE,18463.0,18530.0,18422.0,8879.0,2461099935.0,177012.0,32.0,18470.0,5.0,18463.0
20260506090044.0,AG9999.XSGE,18464.0,18530.0,18422.0,8904.0,2468023800.0,177020.0,1.0,18464.0,10.0,18463.0
20260506090044.5,AG9999.XSGE,18458.0,18530.0,18422.0,8940.0,2477993730.0,177027.0,1.0,18463.0,14.0,18458.0
20260506090045.0,AG9999.XSGE,18459.0,18530.0,18422.0,8967.0,2485469760.0,177033.0,3.0,18458.0,15.0,18457.0
20260506090045.5,AG9999.XSGE,18454.0,18530.0,18422.0,9008.0,2496820515.0,177049.0,2.0,18458.0,10.0,18452.0
20260506090046.0,AG9999.XSGE,18450.0,18530.0,18422.0,9043.0,2506508655.0,177054.0,5.0,18452.0,10.0,18450.0
20260506090046.5,AG9999.XSGE,18450.0,18530.0,18422.0,9091.0,2519793330.0,177083.0,8.0,18444.0,5.0,18440.0
20260506090047.0,AG9999.XSGE,18443.0,18530.0,18422.0,9134.0,2531688315.0,177100.0,2.0,18443.0,1.0,18439.0
20260506090047.5,AG9999.XSGE,18443.0,18530.0,18422.0,9201.0,2550221835.0,177115.0,6.0,18443.0,1.0,18435.0
20260506090048.0,AG9999.XSGE,18440.0,18530.0,18422.0,9238.0,2560456410.0,177122.0,1.0,18439.0,9.0,18436.0
20260506090048.5,AG9999.XSGE,18441.0,18530.0,18422.0,9282.0,2572628130.0,177129.0,5.0,18444.0,2.0,18441.0
20260506090049.0,AG9999.XSGE,18450.0,18530.0,18422.0,9307.0,2579545740.0,177119.0,32.0,18450.0,6.0,18445.0
20260506090049.5,AG9999.XSGE,18444.0,18530.0,18422.0,9363.0,2595042075.0,177110.0,2.0,18445.0,4.0,18444.0
20260506090050.0,AG9999.XSGE,18441.0,18530.0,18422.0,9418.0,2610256845.0,177079.0,15.0,18441.0,5.0,18440.0
20260506090050.5,AG9999.XSGE,18437.0,18530.0,18422.0,9472.0,2625191865.0,177086.0,6.0,18439.0,7.0,18437.0
20260506090051.0,AG9999.XSGE,18437.0,18530.0,18422.0,9532.0,2641783815.0,177097.0,11.0,18437.0,1.0,18430.0
20260506090051.5,AG9999.XSGE,18434.0,18530.0,18422.0,9550.0,2646760050.0,177096.0,2.0,18434.0,1.0,18428.0
20260506090052.0,AG9999.XSGE,18433.0,18530.0,18422.0,9589.0,2657540670.0,177105.0,26.0,18433.0,10.0,18432.0
20260506090052.5,AG9999.XSGE,18431.0,18530.0,18422.0,9645.0,2673021975.0,177108.0,1.0,18428.0,9.0,18426.0
20260506090053.0,AG9999.XSGE,18428.0,18530.0,18422.0,9686.0,2684356365.0,177104.0,1.0,18432.0,100.0,18428.0
20260506090053.5,AG9999.XSGE,18432.0,18530.0,18422.0,9776.0,2709242370.0,177117.0,27.0,18437.0,1.0,18432.0
20260506090054.0,AG9999.XSGE,18433.0,18530.0,18422.0,9842.0,2727494550.0,177106.0,12.0,18437.0,3.0,18433.0
20260506090054.5,AG9999.XSGE,18436.0,18530.0,18422.0,9879.0,2737726305.0,177092.0,5.0,18436.0,8.0,18434.0
20260506090055.0,AG9999.XSGE,18433.0,18530.0,18422.0,9921.0,2749340340.0,177077.0,1.0,18437.0,9.0,18433.0
20260506090055.5,AG9999.XSGE,18433.0,18530.0,18422.0,9956.0,2759018055.0,177078.0,6.0,18433.0,12.0,18432.0
20260506090056.0,AG9999.XSGE,18440.0,18530.0,18422.0,9982.0,2766207345.0,177072.0,51.0,18440.0,3.0,18437.0
20260506090056.5,AG9999.XSGE,18432.0,18530.0,18422.0,10015.0,2775332115.0,177067.0,1.0,18433.0,5.0,18432.0
20260506090057.0,AG9999.XSGE,18433.0,18530.0,18422.0,10043.0,2783074500.0,177066.0,52.0,18440.0,18.0,18433.0
20260506090057.5,AG9999.XSGE,18435.0,18530.0,18422.0,10059.0,2787499065.0,177067.0,1.0,18439.0,19.0,18434.0
20260506090058.0,AG9999.XSGE,18440.0,18530.0,18422.0,10078.0,2792753490.0,177068.0,59.0,18440.0,1.0,18436.0
20260506090058.5,AG9999.XSGE,18436.0,18530.0,18422.0,10138.0,2809348935.0,177040.0,141.0,18440.0,6.0,18438.0
20260506090059.0,AG9999.XSGE,18436.0,18530.0,18422.0,10213.0,2830090920.0,177043.0,1.0,18436.0,33.0,18433.0
20260506090059.5,AG9999.XSGE,18436.0,18530.0,18422.0,10250.0,2840323635.0,177062.0,1.0,18438.0,3.0,18436.0
20260506090100.0,AG9999.XSGE,18440.0,18530.0,18422.0,10301.0,2854429710.0,177066.0,96.0,18440.0,2.0,18438.0
20260506090100.5,AG9999.XSGE,18444.0,18530.0,18422.0,10448.0,2895090765.0,177094.0,7.0,18444.0,6.0,18441.0
20260506090101.0,AG9999.XSGE,18446.0,18530.0,18422.0,10482.0,2904498330.0,177091.0,38.0,18450.0,1.0,18446.0
20260506090101.5,AG9999.XSGE,18450.0,18530.0,18422.0,10553.0,2924147955.0,177094.0,4.0,18457.0,1.0,18451.0
20260506090102.0,AG9999.XSGE,18450.0,18530.0,18422.0,10624.0,2943799215.0,177108.0,2.0,18458.0,1.0,18449.0
20260506090102.5,AG9999.XSGE,18452.0,18530.0,18422.0,10676.0,2958189465.0,177087.0,8.0,18456.0,5.0,18452.0
20260506090103.0,AG9999.XSGE,18449.0,18530.0,18422.0,10723.0,2971196025.0,177087.0,6.0,18450.0,10.0,18446.0
20260506090103.5,AG9999.XSGE,18450.0,18530.0,18422.0,10764.0,2982541200.0,177081.0,7.0,18450.0,9.0,18445.0
20260506090104.0,AG9999.XSGE,18450.0,18530.0,18422.0,10797.0,2991672600.0,177083.0,8.0,18452.0,1.0,18450.0
20260506090104.5,AG9999.XSGE,18451.0,18530.0,18422.0,10840.0,3003572895.0,177085.0,11.0,18451.0,5.0,18450.0
20260506090105.0,AG9999.XSGE,18444.0,18530.0,18422.0,10863.0,3009938190.0,177088.0,1.0,18445.0,103.0,18444.0
20260506090105.5,AG9999.XSGE,18452.0,18530.0,18422.0,10884.0,3015749895.0,177090.0,10.0,18452.0,4.0,18449.0
20260506090106.0,AG9999.XSGE,18447.0,18530.0,18422.0,10914.0,3024052170.0,177098.0,2.0,18449.0,1.0,18446.0
20260506090106.5,AG9999.XSGE,18448.0,18530.0,18422.0,10943.0,3032075955.0,177090.0,12.0,18448.0,92.0,18444.0
20260506090107.0,AG9999.XSGE,18447.0,18530.0,18422.0,11027.0,3055315740.0,177088.0,14.0,18447.0,17.0,18444.0
20260506090107.5,AG9999.XSGE,18442.0,18530.0,18422.0,11104.0,3076616085.0,177111.0,1.0,18442.0,2.0,18439.0
20260506090108.0,AG9999.XSGE,18434.0,18530.0,18422.0,11143.0,3087401760.0,177133.0,1.0,18437.0,5.0,18434.0
20260506090108.5,AG9999.XSGE,18432.0,18530.0,18422.0,11188.0,3099844515.0,177147.0,4.0,18434.0,2.0,18432.0
20260506090109.0,AG9999.XSGE,18432.0,18530.0,18422.0,11229.0,3111178935.0,177162.0,8.0,18432.0,90.0,18428.0
20260506090109.5,AG9999.XSGE,18428.0,18530.0,18422.0,11302.0,3131357730.0,177158.0,12.0,18431.0,20.0,18428.0
20260506090110.0,AG9999.XSGE,18423.0,18530.0,18422.0,11357.0,3146559615.0,177165.0,14.0,18428.0,47.0,18423.0
20260506090110.5,AG9999.XSGE,18428.0,18530.0,18422.0,11415.0,3162590475.0,177195.0,3.0,18428.0,32.0,18423.0
20260506090111.0,AG9999.XSGE,18431.0,18530.0,18422.0,11472.0,3178346880.0,177188.0,13.0,18432.0,19.0,18430.0
20260506090111.5,AG9999.XSGE,18433.0,18530.0,18422.0,11576.0,3207104070.0,177189.0,3.0,18437.0,12.0,18433.0
20260506090112.0,AG9999.XSGE,18437.0,18530.0,18422.0,11609.0,3216230790.0,177179.0,17.0,18439.0,5.0,18437.0
20260506090112.5,AG9999.XSGE,18437.0,18530.0,18422.0,11656.0,3229229790.0,177182.0,11.0,18439.0,10.0,18437.0
20260506090113.0,AG9999.XSGE,18439.0,18530.0,18422.0,11705.0,3242782050.0,177197.0,21.0,18444.0,15.0,18439.0
20260506090113.5,AG9999.XSGE,18436.0,18530.0,18422.0,11740.0,3252462360.0,177213.0,3.0,18437.0,8.0,18436.0
20260506090114.0,AG9999.XSGE,18437.0,18530.0,18422.0,11769.0,3260483145.0,177213.0,25.0,18439.0,2.0,18437.0
20260506090114.5,AG9999.XSGE,18437.0,18530.0,18422.0,11787.0,3265461345.0,177216.0,22.0,18439.0,2.0,18437.0
20260506090115.0,AG9999.XSGE,18436.0,18530.0,18422.0,11820.0,3274588515.0,177214.0,1.0,18443.0,1.0,18436.0
20260506090115.5,AG9999.XSGE,18437.0,18530.0,18422.0,11845.0,3281502135.0,177223.0,2.0,18439.0,1.0,18437.0
20260506090116.0,AG9999.XSGE,18437.0,18530.0,18422.0,11894.0,3295055580.0,177237.0,4.0,18437.0,9.0,18434.0
20260506090116.5,AG9999.XSGE,18436.0,18530.0,18422.0,11913.0,3300309930.0,177232.0,1.0,18435.0,1.0,18434.0
20260506090117.0,AG9999.XSGE,18436.0,18530.0,18422.0,11947.0,3309711495.0,177235.0,6.0,18436.0,1.0,18434.0
20260506090117.5,AG9999.XSGE,18434.0,18530.0,18422.0,11958.0,3312752970.0,177230.0,1.0,18434.0,14.0,18432.0
20260506090118.0,AG9999.XSGE,18432.0,18530.0,18422.0,11978.0,3318282585.0,177236.0,2.0,18433.0,3.0,18431.0
20260506090118.5,AG9999.XSGE,18428.0,18530.0,18422.0,12008.0,3326576550.0,177244.0,9.0,18430.0,59.0,18428.0
20260506090119.0,AG9999.XSGE,18430.0,18530.0,18422.0,12027.0,3331828785.0,177246.0,2.0,18430.0,53.0,18428.0
20260506090119.5,AG9999.XSGE,18429.0,18530.0,18422.0,12071.0,3343991475.0,177226.0,2.0,18431.0,6.0,18429.0
20260506090120.0,AG9999.XSGE,18429.0,18530.0,18422.0,12094.0,3350349270.0,177237.0,1.0,18429.0,10.0,18428.0
20260506090120.5,AG9999.XSGE,18428.0,18530.0,18422.0,12131.0,3360577575.0,177234.0,3.0,18429.0,1.0,18428.0
20260506090121.0,AG9999.XSGE,18431.0,18530.0,18422.0,12154.0,3366936060.0,177230.0,9.0,18436.0,2.0,18431.0
20260506090121.5,AG9999.XSGE,18443.0,18530.0,18422.0,12232.0,3388514400.0,177255.0,6.0,18450.0,2.0,18443.0
20260506090122.0,AG9999.XSGE,18455.0,18530.0,18422.0,12305.0,3408722115.0,177247.0,4.0,18463.0,1.0,18455.0
20260506090122.5,AG9999.XSGE,18460.0,18530.0,18422.0,12376.0,3428384040.0,177256.0,8.0,18469.0,1.0,18463.0
20260506090123.0,AG9999.XSGE,18469.0,18530.0,18422.0,12433.0,3444174690.0,177246.0,1.0,18480.0,3.0,18469.0
20260506090123.5,AG9999.XSGE,18488.0,18530.0,18422.0,12484.0,3458310720.0,177246.0,1.0,18489.0,1.0,18481.0
20260506090124.0,AG9999.XSGE,18482.0,18530.0,18422.0,12527.0,3470234475.0,177248.0,1.0,18487.0,30.0,18482.0
20260506090124.5,AG9999.XSGE,18490.0,18530.0,18422.0,12554.0,3477721950.0,177236.0,2.0,18491.0,25.0,18490.0
20260506090125.0,AG9999.XSGE,18496.0,18530.0,18422.0,12577.0,3484102215.0,177234.0,4.0,18496.0,4.0,18494.0
20260506090125.5,AG9999.XSGE,18495.0,18530.0,18422.0,12639.0,3501303465.0,177230.0,9.0,18498.0,14.0,18495.0
20260506090126.0,AG9999.XSGE,18498.0,18530.0,18422.0,12695.0,3516842355.0,177205.0,56.0,18500.0,8.0,18498.0
20260506090126.5,AG9999.XSGE,18502.0,18530.0,18422.0,12788.0,3542652105.0,177201.0,4.0,18510.0,5.0,18502.0
20260506090127.0,AG9999.XSGE,18506.0,18530.0,18422.0,12846.0,3558755745.0,177180.0,3.0,18514.0,1.0,18511.0
20260506090127.5,AG9999.XSGE,18514.0,18530.0,18422.0,12891.0,3571251615.0,177172.0,6.0,18515.0,15.0,18514.0
20260506090128.0,AG9999.XSGE,18514.0,18530.0,18422.0,12950.0,3587636295.0,177160.0,1.0,18514.0,1.0,18512.0
20260506090128.5,AG9999.XSGE,18511.0,18530.0,18422.0,13000.0,3601516965.0,177166.0,4.0,18511.0,11.0,18498.0
20260506090129.0,AG9999.XSGE,18505.0,18530.0,18422.0,13035.0,3611230935.0,177174.0,1.0,18505.0,1.0,18500.0
20260506090129.5,AG9999.XSGE,18501.0,18530.0,18422.0,13082.0,3624275025.0,177176.0,3.0,18500.0,4.0,18498.0
20260506090130.0,AG9999.XSGE,18498.0,18530.0,18422.0,13118.0,3634265070.0,177181.0,3.0,18506.0,4.0,18496.0
20260506090130.5,AG9999.XSGE,18498.0,18530.0,18422.0,13146.0,3642034350.0,177177.0,12.0,18500.0,1.0,18494.0
20260506090131.0,AG9999.XSGE,18494.0,18530.0,18422.0,13161.0,3646195890.0,177178.0,3.0,18493.0,11.0,18491.0
20260506090131.5,AG9999.XSGE,18494.0,18530.0,18422.0,13193.0,3655071720.0,177177.0,1.0,18491.0,2.0,18487.0
20260506090132.0,AG9999.XSGE,18490.0,18530.0,18422.0,13206.0,3658676730.0,177181.0,10.0,18490.0,2.0,18489.0
20260506090132.5,AG9999.XSGE,18486.0,18530.0,18422.0,13241.0,3668382690.0,177183.0,4.0,18487.0,2.0,18472.0
20260506090133.0,AG9999.XSGE,18494.0,18530.0,18422.0,13316.0,3689183355.0,177204.0,16.0,18494.0,2.0,18491.0
20260506090133.5,AG9999.XSGE,18495.0,18530.0,18422.0,13369.0,3703886295.0,177190.0,3.0,18496.0,4.0,18495.0
20260506090134.0,AG9999.XSGE,18493.0,18530.0,18422.0,13418.0,3717480345.0,177204.0,24.0,18498.0,10.0,18497.0
20260506090134.5,AG9999.XSGE,18491.0,18530.0,18422.0,13492.0,3738010305.0,177239.0,6.0,18495.0,14.0,18487.0
20260506090135.0,AG9999.XSGE,18495.0,18530.0,18422.0,13538.0,3750770925.0,177234.0,3.0,18495.0,4.0,18492.0
20260506090135.5,AG9999.XSGE,18496.0,18530.0,18422.0,13572.0,3760204290.0,177235.0,2.0,18497.0,2.0,18496.0
20260506090136.0,AG9999.XSGE,18498.0,18530.0,18422.0,13637.0,3778240440.0,177242.0,19.0,18500.0,16.0,18498.0
20260506090136.5,AG9999.XSGE,18500.0,18530.0,18422.0,13680.0,3790173240.0,177247.0,1.0,18502.0,11.0,18500.0
20260506090137.0,AG9999.XSGE,18500.0,18530.0,18422.0,13717.0,3800441595.0,177251.0,1.0,18505.0,2.0,18501.0
20260506090137.5,AG9999.XSGE,18501.0,18530.0,18422.0,13751.0,3809876580.0,177237.0,4.0,18504.0,1.0,18500.0
20260506090138.0,AG9999.XSGE,18502.0,18530.0,18422.0,13797.0,3822640890.0,177236.0,1.0,18502.0,3.0,18497.0
20260506090138.5,AG9999.XSGE,18501.0,18530.0,18422.0,13822.0,3829578120.0,177249.0,2.0,18500.0,1.0,18496.0
20260506090139.0,AG9999.XSGE,18500.0,18530.0,18422.0,13866.0,3841789035.0,177254.0,4.0,18501.0,1.0,18498.0
20260506090139.5,AG9999.XSGE,18503.0,18530.0,18422.0,13889.0,3848172495.0,177255.0,4.0,18505.0,10.0,18502.0
20260506090140.0,AG9999.XSGE,18504.0,18530.0,18422.0,13917.0,3855944820.0,177252.0,1.0,18508.0,1.0,18505.0
20260506090140.5,AG9999.XSGE,18505.0,18530.0,18422.0,13942.0,3862885125.0,177247.0,2.0,18510.0,16.0,18505.0
20260506090141.0,AG9999.XSGE,18506.0,18530.0,18422.0,13952.0,3865661295.0,177247.0,10.0,18511.0,17.0,18506.0
20260506090141.5,AG9999.XSGE,18507.0,18530.0,18422.0,13997.0,3878154780.0,177252.0,9.0,18512.0,2.0,18507.0
20260506090142.0,AG9999.XSGE,18509.0,18530.0,18422.0,14012.0,3882319380.0,177250.0,6.0,18512.0,1.0,18510.0
